order_id,order_item_id,order_date,ship_date,order_status,customer_id,customer_name,gender,age,country,city,sales_channel,payment_method,product_id,product_name,category,unit_price,quantity,discount_pct,shipping_cost,revenue,profit
100406,406,2023-05-15,2023-05-17,Completed,475,Jamie Jones,Female,38,Canada,Montreal,Online,Transfer,5865,Headphones,Electronics,79.79,3,0.157,5.24,201.9,39.83
100407,407,2023-02-20,2023-02-22,Completed,155,Jordan Williams,Female,19,USA,Chicago,Online,Card,9600,Tennis Racket,Sports,92.01,3,0.337,3.11,183.06,-2.23
100408,408,2024-12-03,2024-12-08,Completed,319,Chris Johnson,Male,57,India,Hyderabad,Online,Card,6727,Sugar 1kg,Grocery,4.03,1,0.219,7.03,3.15,-6.89
100409,409,2023-08-16,2023-08-23,Completed,489,Dana Davis,Female,67,UK,Glasgow,Online,Cash,5865,Headphones,Electronics,77.25,1,0.35,0.0,50.21,-1.01
100410,410,2023-05-17,2023-05-22,Completed,133,Chris Wilson,Male,37,Nigeria,Port Harcourt,Online,Card,4413,Face Cream,Beauty,14.02,2,0.146,2.26,23.95,6.07
100411,411,2025-01-03,,Cancelled,53,Alex Jones,Male,51,Nigeria,Lagos,Online,Cash,4573,Yoga Mat,Sports,18.96,1,0.178,4.94,15.59,-1.54
100412,412,2023-06-23,2023-06-27,Completed,784,Dana Davis,Female,25,USA,Houston,Store,Card,9520,Sofa Cover,Home,37.9,1,0.281,0.78,27.27,-1.88
100413,413,2024-04-29,2024-05-01,Completed,619,Morgan Wilson,Female,63,USA,Los Angeles,Marketplace,Wallet,4413,Face Cream,Beauty,15.56,1,0.121,5.27,13.67,-1.11
100414,414,2025-06-07,2025-06-10,Completed,254,Alex Jones,Female,70,USA,Phoenix,Online,Card,4888,Coffee 500g,Grocery,9.8,1,0.086,4.91,8.96,-2.18
100415,415,2024-11-30,2024-12-04,Completed,58,Alex Williams,Female,18,UK,Glasgow,Online,Card,2634,Microwave,Home,111.54,1,0.196,8.65,89.69,-2.67
100416,416,2025-05-18,2025-05-21,Completed,375,Morgan Davis,Female,43,India,Bengaluru,Online,Card,8165,Tea 100 bags,Grocery,6.26,2,0.137,2.37,10.8,-0.56
100417,417,2025-02-13,2025-02-18,Completed,774,Taylor Smith,Male,66,USA,Chicago,Online,Transfer,9740,Conditioner,Beauty,7.57,1,0.039,2.12,7.27,0.77
100418,418,2025-05-09,2025-05-11,Completed,553,Jamie Smith,Female,29,UK,Birmingham,Store,Wallet,6727,Sugar 1kg,Grocery,3.56,3,0.35,1.2,6.94,-2.15
100419,419,2024-10-30,,Returned,561,Casey Davis,Female,68,India,Delhi,Marketplace,Card,1696,Smartphone,Electronics,446.5,2,0.08,7.92,821.64,172.77
100420,420,2023-05-02,2023-05-03,Completed,27,Taylor Davis,Male,57,Nigeria,Ibadan,Marketplace,Card,9740,Conditioner,Beauty,5.35,1,0.285,2.14,3.82,-1.81
100421,421,2023-11-15,2023-11-19,Completed,318,Sam Wilson,Female,40,UK,Manchester,Online,Card,9709,Running Shoes,Sports,83.79,1,0.254,6.4,62.51,2.36
100422,422,2023-03-12,2023-03-16,Completed,13,Taylor Williams,Male,41,Canada,Montreal,Store,Transfer,2633,Tablet,Electronics,299.78,1,0.126,1.55,262.1,49.4
100423,423,2023-02-05,2023-02-10,Completed,443,Alex Brown,Female,23,USA,Phoenix,Online,Card,4888,Coffee 500g,Grocery,8.13,1,0.059,3.16,7.65,-1.0
100424,424,2023-04-14,2023-04-20,Completed,619,Alex Williams,Female,65,India,Delhi,Online,Transfer,6658,Perfume,Beauty,42.67,6,0.169,7.72,212.63,21.49
100425,425,2023-12-02,2023-12-05,Completed,528,Jordan Wilson,Male,60,USA,Phoenix,Store,Wallet,3419,Basketball,Sports,32.65,2,0.08,0.0,60.09,11.0
100426,426,2023-07-07,2023-07-13,Completed,565,Chris Taylor,Female,21,Nigeria,Abuja,Online,Wallet,8344,Olive Oil 1L,Grocery,11.94,1,0.129,3.25,10.4,-2.09
100427,427,2024-06-07,2024-06-09,Completed,574,Taylor Brown,Male,58,India,Mumbai,Online,Transfer,430,Lamp,Home,26.2,3,0.1,5.77,70.75,17.7
100428,428,2023-10-10,2023-10-12,Completed,526,Casey Smith,Male,67,Nigeria,Port Harcourt,Store,Card,7968,Dress,Fashion,57.83,1,0.183,0.29,47.24,12.33
100429,429,2023-09-19,2023-09-26,Completed,180,Taylor Taylor,Male,30,Canada,Toronto,Marketplace,Transfer,8344,Olive Oil 1L,Grocery,11.08,1,0.045,7.32,10.59,-3.63
100430,430,2023-10-07,2023-10-11,Completed,524,Alex Wilson,Male,46,Nigeria,Lagos,Store,Transfer,6658,Perfume,Beauty,40.38,1,0.288,0.16,28.77,0.07
100431,431,2023-11-24,2023-11-30,Completed,222,Riley Davis,Female,67,USA,Los Angeles,Online,Cash,430,Lamp,Home,23.87,1,0.072,2.41,22.16,3.87
100432,432,2024-03-22,2024-03-24,Completed,651,Taylor Wilson,Male,27,USA,Phoenix,Online,Card,329,Jacket,Fashion,112.33,1,0.262,3.48,82.9,-8.21
100433,433,2024-05-06,2024-05-13,Completed,607,Casey Wilson,Female,48,Canada,Vancouver,Online,Card,3419,Basketball,Sports,28.49,3,0.023,9.9,83.49,11.33
100434,434,2023-08-27,2023-09-02,Completed,393,Chris Miller,Male,40,India,Bengaluru,Online,Transfer,6658,Perfume,Beauty,42.0,1,0.35,3.85,27.3,-8.87
100435,435,2024-04-21,,Returned,587,Riley Smith,Male,68,India,Bengaluru,Online,Transfer,8165,Tea 100 bags,Grocery,5.78,1,0.35,0.64,3.76,-0.88
100436,436,2024-03-18,2024-03-20,Completed,568,Alex Brown,Female,61,India,Bengaluru,Online,Transfer,2634,Microwave,Home,131.87,1,0.147,1.2,112.44,6.89
100437,437,2024-07-16,2024-07-22,Completed,187,Morgan Johnson,Male,69,Nigeria,Kano,Online,Card,1176,Shampoo,Beauty,8.01,1,0.257,0.0,5.95,1.23
100438,438,2024-01-08,2024-01-09,Completed,359,Riley Moore,Female,58,India,Mumbai,Online,Card,9709,Running Shoes,Sports,81.51,2,0.291,6.14,115.62,-1.02
100439,439,2025-03-15,,Returned,18,Jamie Miller,Male,41,Canada,Toronto,Online,Card,6658,Perfume,Beauty,44.16,3,0.068,4.59,123.41,40.15
100440,440,2024-12-07,2024-12-08,Completed,198,Taylor Smith,Male,27,UK,Birmingham,Online,Card,1696,Smartphone,Electronics,574.11,1,0.106,6.07,513.29,146.87
100441,441,2023-05-28,2023-05-29,Completed,792,Jordan Miller,Male,20,India,Hyderabad,Online,Transfer,8344,Olive Oil 1L,Grocery,12.25,5,0.076,7.41,56.59,3.9
100442,442,2024-09-03,2024-09-06,Completed,40,Chris Smith,Male,25,Nigeria,Lagos,Online,Transfer,6440,T-Shirt,Fashion,22.95,1,0.069,10.09,21.37,-4.96
100443,443,2024-04-19,2024-04-21,Completed,203,Sam Davis,Male,41,Nigeria,Ibadan,Online,Card,6658,Perfume,Beauty,46.44,2,0.098,5.02,83.79,22.19
100444,444,2024-05-09,,Cancelled,690,Jordan Brown,Male,27,UK,London,Online,Transfer,4974,Smartwatch,Electronics,185.06,6,0.106,0.4,992.47,149.56
100445,445,2024-07-14,2024-07-19,Completed,15,Casey Wilson,Male,56,UK,Leeds,Online,Card,2633,Tablet,Electronics,290.28,3,0.206,4.95,691.77,146.98
100446,446,2024-06-12,2024-06-14,Completed,705,Dana Brown,Male,50,Canada,Toronto,Marketplace,Card,8344,Olive Oil 1L,Grocery,12.28,4,0.112,3.97,43.61,8.68
100447,447,2024-08-06,2024-08-12,Completed,419,Jamie Wilson,Male,38,India,Delhi,Online,Wallet,6727,Sugar 1kg,Grocery,4.41,1,0.187,7.85,3.59,-7.42
100448,448,2025-04-20,2025-04-25,Completed,705,Jamie Davis,Female,69,Canada,Montreal,Online,Cash,1176,Shampoo,Beauty,7.85,1,0.234,6.75,6.01,-5.5
100449,449,2025-05-29,,Returned,85,Casey Smith,Male,45,Nigeria,Kano,Online,Card,4573,Yoga Mat,Sports,19.15,1,0.35,8.3,12.45,-9.32
100450,450,2024-12-22,,Returned,90,Sam Brown,Male,42,UK,London,Marketplace,Card,4888,Coffee 500g,Grocery,8.64,1,0.069,3.69,8.05,-1.87
100451,451,2023-03-25,2023-03-31,Completed,378,Chris Smith,Female,64,UK,Birmingham,Online,Card,2634,Microwave,Home,136.12,2,0.324,4.54,183.91,-17.8
100452,452,2025-07-31,2025-08-05,Completed,540,Dana Taylor,Female,47,UK,Leeds,Marketplace,Transfer,1696,Smartphone,Electronics,431.76,1,0.06,7.73,406.07,139.04
100453,453,2025-02-06,2025-02-13,Completed,696,Morgan Smith,Male,40,India,Delhi,Online,Card,9740,Conditioner,Beauty,7.19,1,0.227,7.47,5.55,-6.26
100454,454,2023-01-27,2023-02-03,Completed,36,Taylor Wilson,Female,63,Nigeria,Port Harcourt,Online,Wallet,2389,Jeans,Fashion,33.7,1,0.11,0.0,29.99,7.14
100455,455,2024-10-22,2024-10-23,Completed,661,Jordan Moore,Female,39,USA,Los Angeles,Store,Card,5961,Sneakers,Fashion,59.32,1,0.057,4.34,55.93,11.87
100456,456,2023-09-23,,Returned,227,Jordan Taylor,Female,67,Nigeria,Ibadan,Online,Cash,6658,Perfume,Beauty,49.47,1,0.179,9.2,40.61,-4.91
100457,457,2023-04-11,2023-04-15,Completed,321,Alex Miller,Male,59,India,Hyderabad,Marketplace,Wallet,2634,Microwave,Home,107.55,2,0.263,8.65,158.5,11.49
100458,458,2024-06-17,2024-06-22,Completed,326,Dana Brown,Male,48,India,Hyderabad,Store,Transfer,2633,Tablet,Electronics,309.26,1,0.267,4.42,226.74,-24.42
100459,459,2024-05-24,2024-05-29,Completed,337,Jordan Davis,Male,41,India,Mumbai,Store,Card,9600,Tennis Racket,Sports,113.15,1,0.074,2.8,104.74,32.61
100460,460,2023-12-05,2023-12-10,Completed,183,Jamie Smith,Female,31,India,Mumbai,Store,Card,430,Lamp,Home,25.22,1,0.14,0.0,21.69,4.36
100461,461,2025-03-07,,Returned,702,Jamie Wilson,Male,52,USA,Chicago,Online,Card,2634,Microwave,Home,105.58,1,0.108,0.0,94.2,11.06
100462,462,2024-12-27,,Cancelled,66,Dana Smith,Male,53,Nigeria,Abuja,Online,Transfer,6440,T-Shirt,Fashion,16.01,1,0.154,6.49,13.55,-4.11
100463,463,2024-12-01,2024-12-02,Completed,198,Sam Smith,Female,21,India,Mumbai,Store,Card,8286,Football,Sports,21.93,1,0.197,0.0,17.6,1.79
100464,464,2024-06-11,2024-06-17,Completed,604,Riley Brown,Male,54,USA,Los Angeles,Store,Card,6440,T-Shirt,Fashion,21.87,1,0.027,1.66,21.27,2.68
100465,465,2023-10-01,2023-10-07,Completed,528,Jamie Miller,Female,62,Nigeria,Lagos,Online,Transfer,4413,Face Cream,Beauty,13.43,8,0.041,1.13,103.08,17.1
100466,466,2025-04-29,2025-05-02,Completed,527,Jordan Miller,Female,60,Nigeria,Lagos,Store,Wallet,9709,Running Shoes,Sports,81.42,1,0.255,0.0,60.7,1.3
100467,467,2024-10-31,2024-11-03,Completed,744,Jamie Moore,Male,40,UK,Manchester,Online,Card,2389,Jeans,Fashion,42.09,1,0.091,4.29,38.27,3.7
100468,468,2023-04-24,2023-05-01,Completed,128,Jordan Jones,Male,53,India,Hyderabad,Online,Cash,6339,Rice 5kg,Grocery,8.65,2,0.141,4.47,14.86,-1.08
100469,469,2023-08-30,2023-09-01,Completed,775,Alex Williams,Female,33,Nigeria,Ibadan,Online,Card,4413,Face Cream,Beauty,14.47,3,0.1,4.1,39.05,4.23
100470,470,2023-08-16,,Cancelled,51,Casey Moore,Male,20,Canada,Vancouver,Online,Card,6036,Blender,Home,54.31,2,0.186,4.82,88.37,23.22
100471,471,2023-12-13,2023-12-17,Completed,773,Morgan Johnson,Female,33,USA,Los Angeles,Online,Card,2633,Tablet,Electronics,302.07,2,0.047,6.68,575.47,117.28
100472,472,2024-03-15,,Returned,602,Alex Wilson,Male,65,USA,New York,Online,Card,1696,Smartphone,Electronics,402.12,1,0.122,9.04,353.26,33.65
100473,473,2024-06-17,2024-06-23,Completed,196,Riley Miller,Male,32,USA,Houston,Online,Card,329,Jacket,Fashion,100.39,4,0.283,0.0,288.03,-26.45
100474,474,2023-01-04,2023-01-10,Completed,408,Chris Williams,Female,23,Canada,Montreal,Store,Card,4198,Vacuum,Home,152.8,3,0.303,2.23,319.65,-16.24
100475,475,2023-08-16,2023-08-20,Completed,705,Dana Johnson,Male,23,Nigeria,Lagos,Online,Wallet,6339,Rice 5kg,Grocery,9.31,1,0.039,5.49,8.94,-2.64
100476,476,2024-01-27,2024-01-31,Completed,260,Taylor Johnson,Female,54,India,Bengaluru,Online,Transfer,6658,Perfume,Beauty,39.75,1,0.083,4.77,36.44,4.69
100477,477,2023-05-25,2023-05-29,Completed,131,Alex Brown,Male,68,Nigeria,Lagos,Marketplace,Card,7968,Dress,Fashion,63.45,2,0.113,2.15,112.55,21.22
100478,478,2025-01-10,2025-01-12,Completed,713,Jamie Miller,Female,28,India,Hyderabad,Online,Card,4573,Yoga Mat,Sports,21.08,1,0.302,4.93,14.72,-2.14
100479,479,2025-06-04,2025-06-06,Completed,675,Morgan Johnson,Male,69,India,Mumbai,Marketplace,Card,5865,Headphones,Electronics,78.49,2,0.287,8.93,111.87,11.98
100480,480,2023-03-28,,Returned,605,Jamie Moore,Female,59,Canada,Ottawa,Online,Card,1176,Shampoo,Beauty,8.42,2,0.077,7.07,15.54,-2.1
100481,481,2023-05-10,2023-05-15,Completed,573,Sam Williams,Female,60,Canada,Vancouver,Online,Card,6727,Sugar 1kg,Grocery,4.48,1,0.151,0.65,3.8,0.59
100482,482,2023-07-09,2023-07-12,Completed,283,Chris Wilson,Female,51,India,Delhi,Marketplace,Cash,4573,Yoga Mat,Sports,18.89,1,0.35,2.98,12.28,-3.23
100483,483,2024-07-11,2024-07-15,Completed,726,Alex Jones,Female,38,USA,Houston,Store,Transfer,1176,Shampoo,Beauty,8.47,1,0.287,3.44,6.04,-3.47
100484,484,2023-03-30,2023-04-05,Completed,670,Taylor Williams,Female,59,UK,Manchester,Marketplace,Card,5865,Headphones,Electronics,71.79,1,0.142,7.69,61.56,-1.12
100485,485,2024-01-05,2024-01-09,Completed,623,Riley Jones,Male,39,UK,Leeds,Online,Cash,8344,Olive Oil 1L,Grocery,13.76,3,0.21,3.58,32.62,3.68
100486,486,2024-05-14,2024-05-16,Completed,277,Casey Smith,Male,39,India,Hyderabad,Online,Card,2389,Jeans,Fashion,40.78,4,0.084,8.05,149.36,36.47
100487,487,2024-12-30,2025-01-02,Completed,63,Taylor Davis,Male,29,Nigeria,Ibadan,Online,Card,430,Lamp,Home,24.18,2,0.177,0.15,39.79,1.44
100488,488,2023-05-03,2023-05-06,Completed,451,Riley Miller,Female,19,India,Hyderabad,Online,Cash,4888,Coffee 500g,Grocery,10.61,1,0.147,9.03,9.05,-6.07
100489,489,2023-04-27,2023-04-30,Completed,130,Alex Taylor,Male,31,Nigeria,Kano,Marketplace,Transfer,6036,Blender,Home,53.14,2,0.09,4.5,96.66,12.68
100490,490,2023-07-24,2023-07-31,Completed,247,Taylor Wilson,Female,25,Nigeria,Kano,Online,Transfer,8286,Football,Sports,24.18,1,0.167,7.34,20.13,-3.5
100491,491,2024-06-06,2024-06-08,Completed,218,Casey Jones,Female,41,Nigeria,Abuja,Online,Wallet,329,Jacket,Fashion,89.54,5,0.101,4.39,402.6,128.92
100492,492,2023-09-07,2023-09-09,Completed,387,Alex Moore,Female,35,India,Hyderabad,Online,Card,8165,Tea 100 bags,Grocery,7.03,1,0.055,3.15,6.64,-0.66
100493,493,2024-04-18,2024-04-23,Completed,180,Sam Wilson,Female,28,Nigeria,Port Harcourt,Marketplace,Transfer,5865,Headphones,Electronics,88.0,2,0.158,1.92,148.27,43.84
100494,494,2024-04-17,,Returned,710,Alex Johnson,Male,23,USA,Chicago,Online,Card,1176,Shampoo,Beauty,7.86,2,0.254,0.61,11.73,2.45
100495,495,2025-07-30,2025-08-04,Completed,378,Jordan Johnson,Female,25,UK,Manchester,Store,Card,1176,Shampoo,Beauty,7.75,1,0.35,7.18,5.04,-7.82
100496,496,2025-05-18,2025-05-23,Completed,573,Sam Jones,Female,66,Nigeria,Kano,Store,Card,5865,Headphones,Electronics,86.18,1,0.067,3.13,80.43,27.77
100497,497,2024-11-03,,Cancelled,658,Jamie Brown,Female,61,Nigeria,Port Harcourt,Online,Card,2634,Microwave,Home,109.31,6,0.052,2.0,621.64,219.14
100498,498,2024-02-16,2024-02-22,Completed,203,Riley Wilson,Female,43,UK,Birmingham,Online,Transfer,5961,Sneakers,Fashion,64.16,1,0.16,6.01,53.88,10.5
100499,499,2025-04-14,2025-04-15,Completed,386,Taylor Davis,Female,61,Nigeria,Ibadan,Online,Cash,3419,Basketball,Sports,35.99,1,0.348,7.73,23.48,-4.97
100500,500,2023-03-11,2023-03-17,Completed,191,Morgan Moore,Male,62,Canada,Vancouver,Marketplace,Cash,430,Lamp,Home,27.59,1,0.034,4.12,26.64,7.34
100501,501,2024-07-01,2024-07-05,Completed,751,Sam Johnson,Male,35,UK,Manchester,Marketplace,Card,9709,Running Shoes,Sports,94.48,1,0.182,4.27,77.31,9.07
100502,502,2025-05-03,2025-05-07,Completed,761,Jamie Taylor,Male,66,UK,Leeds,Online,Wallet,1696,Smartphone,Electronics,409.38,1,0.259,1.15,303.52,74.91
100503,503,2023-03-24,2023-03-25,Completed,607,Riley Brown,Female,69,Nigeria,Abuja,Store,Wallet,1696,Smartphone,Electronics,511.22,15,0.169,0.0,6374.33,1357.58
100504,504,2024-09-25,,Returned,451,Chris Wilson,Male,29,USA,Chicago,Store,Card,7013,Laptop,Electronics,951.7,2,0.261,2.0,1406.74,174.6
100505,505,2023-12-11,2023-12-12,Completed,24,Sam Johnson,Male,28,UK,Manchester,Online,Transfer,7013,Laptop,Electronics,851.88,4,0.213,7.25,2682.69,70.06
100506,506,2024-03-26,2024-03-29,Completed,567,Alex Smith,Female,32,UK,London,Store,Transfer,8644,Lipstick,Beauty,13.03,1,0.07,0.0,12.12,4.08
100507,507,2024-09-07,,Returned,147,Dana Moore,Female,42,India,Delhi,Store,Card,430,Lamp,Home,28.35,1,0.195,0.0,22.83,7.02
100508,508,2023-09-11,2023-09-14,Completed,406,Alex Williams,Male,31,India,Bengaluru,Online,Card,4413,Face Cream,Beauty,13.6,1,0.12,4.37,11.97,-2.48
100509,509,2024-10-01,2024-10-07,Completed,725,Jamie Miller,Male,28,UK,Leeds,Marketplace,Transfer,6658,Perfume,Beauty,49.69,1,0.179,5.58,40.78,5.9
100510,510,2024-06-21,2024-06-25,Completed,189,Casey Moore,Male,68,USA,Los Angeles,Online,Cash,5865,Headphones,Electronics,71.79,5,0.257,3.42,266.65,-0.9
100511,511,2023-10-10,2023-10-11,Completed,494,Morgan Miller,Male,38,India,Mumbai,Store,Card,7968,Dress,Fashion,62.71,1,0.155,3.61,52.99,0.3
100512,512,2024-07-19,2024-07-25,Completed,129,Jordan Jones,Male,68,India,Hyderabad,Online,Transfer,6658,Perfume,Beauty,36.59,1,0.145,5.2,31.3,4.54
100513,513,2025-05-18,2025-05-22,Completed,177,Riley Brown,Female,32,India,Hyderabad,Online,Card,6727,Sugar 1kg,Grocery,3.53,1,0.339,2.39,2.34,-2.82
100514,514,2025-05-10,2025-05-14,Completed,601,Riley Williams,Female,59,Canada,Calgary,Marketplace,Card,329,Jacket,Fashion,71.52,1,0.099,4.76,64.41,14.45
100515,515,2023-02-09,,Returned,662,Sam Johnson,Female,31,UK,Glasgow,Online,Transfer,4888,Coffee 500g,Grocery,8.93,1,0.143,1.12,7.65,-0.11
100516,516,2024-01-16,2024-01-23,Completed,67,Jordan Jones,Male,34,Canada,Toronto,Online,Transfer,7013,Laptop,Electronics,985.75,1,0.194,5.89,794.81,10.82
100517,517,2023-09-12,2023-09-15,Completed,259,Chris Jones,Female,29,UK,London,Online,Card,2634,Microwave,Home,135.78,1,0.35,6.38,88.26,4.34
100518,518,2025-03-18,,Returned,424,Chris Williams,Male,25,UK,London,Online,Card,7013,Laptop,Electronics,971.08,1,0.343,6.88,637.62,43.67
100519,519,2023-08-03,2023-08-06,Completed,776,Dana Miller,Female,32,UK,Leeds,Online,Wallet,4573,Yoga Mat,Sports,18.79,2,0.088,1.24,34.28,8.79
100520,520,2024-11-24,2024-12-01,Completed,544,Casey Jones,Male,70,India,Hyderabad,Online,Card,329,Jacket,Fashion,94.24,1,0.07,3.33,87.65,11.29
100521,521,2024-08-11,,Returned,571,Riley Johnson,Male,61,UK,Leeds,Store,Card,8165,Tea 100 bags,Grocery,6.44,2,0.327,2.98,8.67,-2.69
100522,522,2024-10-09,2024-10-11,Completed,482,Jordan Jones,Female,63,USA,Los Angeles,Marketplace,Transfer,4888,Coffee 500g,Grocery,9.35,1,0.133,6.98,8.11,-5.38
100523,523,2023-01-23,2023-01-29,Completed,333,Riley Taylor,Male,39,Nigeria,Abuja,Online,Card,5865,Headphones,Electronics,83.58,2,0.051,0.0,158.6,34.23
100524,524,2023-11-10,2023-11-16,Completed,167,Chris Johnson,Male,37,Nigeria,Port Harcourt,Marketplace,Transfer,6727,Sugar 1kg,Grocery,4.57,1,0.146,3.62,3.9,-3.09
100525,525,2025-01-27,2025-01-28,Completed,121,Riley Wilson,Female,49,India,Hyderabad,Online,Wallet,6658,Perfume,Beauty,43.1,1,0.083,3.33,39.53,3.67
100526,526,2023-11-26,2023-12-02,Completed,388,Dana Moore,Female,25,Canada,Toronto,Marketplace,Card,2389,Jeans,Fashion,37.51,1,0.168,6.69,31.19,0.84
100527,527,2024-03-27,2024-04-01,Completed,283,Jamie Brown,Male,45,USA,Chicago,Store,Card,8286,Football,Sports,23.33,1,0.043,0.0,22.33,9.45
100528,528,2024-03-02,2024-03-07,Completed,456,Morgan Taylor,Female,63,Nigeria,Lagos,Store,Card,430,Lamp,Home,20.58,3,0.126,0.0,53.93,17.49
100529,529,2025-01-03,2025-01-10,Completed,385,Jamie Brown,Female,23,Nigeria,Lagos,Online,Card,1696,Smartphone,Electronics,411.73,1,0.214,6.34,323.66,81.73
100530,530,2024-07-20,2024-07-25,Completed,73,Jordan Jones,Female,46,UK,Glasgow,Online,Cash,2633,Tablet,Electronics,288.4,4,0.35,6.3,749.84,-93.25
100531,531,2025-01-30,,Cancelled,557,Dana Jones,Male,25,Nigeria,Ibadan,Online,Transfer,9600,Tennis Racket,Sports,96.56,1,0.112,3.42,85.75,13.96
100532,532,2024-11-24,2024-11-26,Completed,589,Dana Smith,Female,47,Canada,Montreal,Online,Card,6727,Sugar 1kg,Grocery,4.29,1,0.1,0.0,3.86,0.68
100533,533,2023-03-29,2023-04-03,Completed,508,Jamie Williams,Female,25,UK,Glasgow,Marketplace,Card,4198,Vacuum,Home,126.59,2,0.12,5.32,222.89,46.38
100534,534,2023-09-11,2023-09-16,Completed,281,Sam Taylor,Male,45,India,Bengaluru,Store,Cash,2389,Jeans,Fashion,41.87,4,0.071,0.31,155.67,57.21
100535,535,2024-07-14,2024-07-21,Completed,572,Alex Johnson,Female,63,USA,Chicago,Online,Transfer,329,Jacket,Fashion,91.69,1,0.145,10.51,78.44,16.15
100536,536,2024-04-18,2024-04-24,Completed,99,Morgan Johnson,Male,48,Canada,Calgary,Online,Card,9740,Conditioner,Beauty,7.32,3,0.29,2.65,15.6,-3.26
100537,537,2024-12-02,2024-12-05,Completed,683,Riley Jones,Female,60,Canada,Calgary,Online,Card,7968,Dress,Fashion,59.41,2,0.117,8.38,104.89,22.75
100538,538,2025-03-07,2025-03-12,Completed,477,Alex Johnson,Male,61,Nigeria,Kano,Store,Cash,9520,Sofa Cover,Home,38.39,3,0.213,0.0,90.65,21.7
100539,539,2024-05-01,2024-05-06,Completed,378,Jordan Moore,Male,28,Nigeria,Abuja,Store,Card,1176,Shampoo,Beauty,8.86,1,0.182,5.23,7.25,-3.93
100540,540,2025-06-04,2025-06-06,Completed,147,Riley Williams,Female,36,UK,London,Online,Card,4974,Smartwatch,Electronics,197.45,1,0.088,0.0,180.14,27.9
100541,541,2023-08-14,2023-08-15,Completed,452,Dana Smith,Male,32,India,Bengaluru,Online,Transfer,9740,Conditioner,Beauty,7.41,1,0.173,4.25,6.13,-3.89
100542,542,2024-08-18,2024-08-19,Completed,253,Casey Jones,Male,21,UK,Glasgow,Store,Cash,2633,Tablet,Electronics,289.96,2,0.259,0.0,429.51,35.4
100543,543,2023-01-22,2023-01-27,Completed,713,Casey Moore,Male,70,India,Delhi,Store,Card,9520,Sofa Cover,Home,31.65,2,0.093,2.44,57.43,19.4
100544,544,2023-06-14,2023-06-20,Completed,587,Jamie Taylor,Female,30,UK,Glasgow,Marketplace,Card,9600,Tennis Racket,Sports,100.33,1,0.187,4.7,81.59,16.45
100545,545,2024-06-03,2024-06-06,Completed,261,Morgan Jones,Female,67,Canada,Calgary,Online,Card,9600,Tennis Racket,Sports,118.2,1,0.091,3.2,107.5,27.04
100546,546,2025-07-31,2025-08-05,Completed,180,Chris Williams,Male,31,USA,Los Angeles,Online,Card,9520,Sofa Cover,Home,32.95,1,0.234,3.79,25.24,-0.43
100547,547,2024-05-08,2024-05-14,Completed,178,Alex Brown,Female,22,Nigeria,Ibadan,Online,Cash,8165,Tea 100 bags,Grocery,5.72,4,0.203,5.59,18.23,-4.84
100548,548,2024-05-31,,Cancelled,424,Taylor Brown,Male,55,India,Delhi,Online,Transfer,9740,Conditioner,Beauty,6.43,3,0.109,3.21,17.18,-1.11
100549,549,2023-02-28,2023-03-05,Completed,10,Jamie Smith,Female,30,USA,Chicago,Store,Card,4974,Smartwatch,Electronics,222.85,1,0.286,0.0,159.23,12.84
100550,550,2025-05-29,2025-06-04,Completed,505,Jamie Johnson,Female,55,UK,London,Store,Transfer,8644,Lipstick,Beauty,10.74,2,0.35,0.0,13.96,-2.51
100551,551,2023-03-09,2023-03-14,Completed,385,Chris Wilson,Male,43,Nigeria,Ibadan,Marketplace,Cash,8286,Football,Sports,25.95,1,0.007,6.34,25.77,-0.87
100552,552,2023-04-29,2023-05-03,Completed,786,Morgan Smith,Female,60,Canada,Montreal,Marketplace,Card,6658,Perfume,Beauty,48.26,2,0.088,5.73,88.04,27.14
100553,553,2023-12-26,2023-12-30,Completed,106,Morgan Taylor,Male,39,UK,Glasgow,Online,Cash,8644,Lipstick,Beauty,11.53,1,0.328,3.29,7.75,-2.66
100554,554,2025-03-29,,Cancelled,30,Dana Wilson,Male,57,India,Bengaluru,Marketplace,Card,4888,Coffee 500g,Grocery,9.57,1,0.081,4.48,8.8,-2.79
100555,555,2024-11-13,2024-11-16,Completed,727,Alex Williams,Male,59,USA,Chicago,Online,Card,7968,Dress,Fashion,69.21,2,0.114,0.0,122.6,30.07
100556,556,2024-09-12,2024-09-17,Completed,601,Jordan Johnson,Male,46,Canada,Calgary,Store,Card,6658,Perfume,Beauty,41.09,1,0.13,0.0,35.76,7.63
100557,557,2025-05-14,2025-05-21,Completed,296,Jamie Smith,Female,68,India,Mumbai,Store,Card,4974,Smartwatch,Electronics,201.08,1,0.084,1.11,184.27,71.85
100558,558,2025-05-05,2025-05-11,Completed,66,Jamie Davis,Male,27,India,Delhi,Store,Card,2633,Tablet,Electronics,273.17,1,0.02,0.0,267.6,92.26
100559,559,2025-06-18,2025-06-25,Completed,471,Riley Brown,Female,70,Nigeria,Abuja,Store,Card,2634,Microwave,Home,104.56,2,0.165,0.43,174.52,22.86
100560,560,2025-07-13,2025-07-20,Completed,265,Chris Brown,Female,58,Canada,Montreal,Store,Card,5961,Sneakers,Fashion,62.47,1,0.119,0.0,55.04,15.0
